pdb_id,uniprot_id
4bde,O96017
4bfp,Q9H2K2
4gk4,P29320
3zlx,Q02750
4b0g,O14965
4bgg,Q04771
4ie5,Q9C0B1
2ly0,Q6XT21
4l31,Q9H2K2
4dhs,P31947
4dht,P31947
4dhm,P31947
4hvg,P52333
4mk1,M9V5A4
4c38,P00517
4kqo,G3XD46
4ke0,P56817
4g1f,P27487
4m3q,Q12866
3wav,Q9R1E6
4dwb,Q95WL3
4dv9,P56817
4alu,P11309
4kjv,P98170
4c37,P00517
4ipf,P56273
4hvh,P52333
4bb4,P54760
4mx0,A0A067Y7N7
3zlw,Q02750
3w2r,P00533
4jhq,P02701
4c36,P00517
4j1e,P56817
4im0,Q9UHD2
4hyh,O14757
4jrg,P56273
4mk8,P26663
4iwd,P08581
4ktc,P26662
3wc5,P09955
4jlg,Q8WTS6
3zo1,P00517
4jql,P07900
4lgu,Q13490
4awi,P45983
4l8m,Q16539
4mka,P26663
4ke1,P56817
4ezl,P48736
4hxl,O60885
4lnf,P12425
4mzl,Q8I4W8
4mx9,F0V9W9
4inr,P23639
4btl,P21836
4nie,P51449
4bda,O96017
4mbl,P11309
4hy4,Q13490
4ie6,Q9C0B1
4hy0,P98170
4dtt,P14735
4l2g,Q9H2K2
4j3m,Q9H2K2
4fic,P00523
4mww,A0A067Y7N7
3wd1,P11797
4jr3,P00533
4hww,P05089
4bdi,O96017
3zep,P52333
4b84,P21836
4bjx,O60885
3way,Q9R1E6
4eyr,Q000H7
4bjb,Q9H2K2
3zmg,P56817
4ixv,P78540
4l0v,Q9H2K2
4fxj,P14618
3wbl,P24941
4nrc,Q9UIF8
4kiq,Q16539
4ixu,P78540
4jp9,P56817
4jbo,O14965
4meo,O60885
4k4e,O95271
4la7,O80992
4i0t,P43405
4meq,O60885
4i11,P56817
4kn7,P0A7Z4
4l0i,Q9H2K2
4j0v,P56817
4dhr,P31947
4alw,P11309
4lww,P43490
3w2t,P27487
4j53,P53350
4lgh,P00523
4n4v,O95271
4lxa,P56817
4joa,Q9UM73
4ie4,Q9C0B1
4i7b,Q8IUQ4
4ehe,P15056
4mwu,A0A024E3Q2
4l53,O43318
4jrv,P00533
4jmu,P12497
4bcb,P23687
3w1f,P33981
4lge,Q13490
4bdk,O96017
4hbp,P97612
3w5t,P13053
4gvu,P00772
3zly,Q02750
4ith,Q13546
4ezj,P48736
4g2l,O76083
4kb7,P26663
4dhq,P31947
4kbi,P26663
3zlv,P21836
4joo,P56817
4bcd,P23687
4l2k,Q9H2K2
3wab,P09955
3zbf,P08922
3w33,P00533
4lh7,Q837V6
4bdd,O96017
4k8s,P56817
4dhp,P31947
4i0s,P43405
4nrb,Q9UIF8
4dxj,Q95WL3
4itj,Q13546
4kw6,J7HJM3
3zls,Q02750
4bae,P0C559
4izy,P45983
4c4j,P33981
4gv1,P31749
4j52,P53350
4jnm,P43490
4lgg,P00523
4jq7,P00533
4l6s,P09874
4hyi,O14757
4hxs,O60885
4jnc,P34913
4hxr,O60885
4hlw,P10275
4kz0,P48736
4lts,P43490
4jlh,P12497
4mvh,Q9Y233
3wiz,Q07817
4k3k,P0A988
4ie2,P78540
4gzf,Q9QM22
4eev,P08581
3wi6,P49137
4j06,O92972
4mcd,P43912
4htx,O00408
4mzk,Q8I4W8
4kin,Q16539
4b80,P21836
4j1i,P56817
3v3m,P0C6U8
4i33,P26662
4mep,O60885
4mbc,G6TGY9
4jbp,O14965
4mk7,P26663
4iti,Q13546
4bek,P56817
4b82,P21836
4idz,Q9C0B1
4ln7,F0TRT1
4bj9,Q9H2K2
4k2y,P23946
4jpe,P56817
4jib,O00408
4e1e,Q95WL3
4j1c,P56817
4fyo,P43405
4m84,Q9BJF5
4b7z,P21836
4kc2,P16442
4n4t,Q6PFX9
4bgh,P24941
4jai,O14965
3zmh,P09391
4lxk,P56817
4jaj,O14965
4bic,Q99683
4j3d,P47205
4l52,O43318
4ksq,P15056
4fgy,P37231
4mot,Q8DQB5
3wc7,P09955
4j0p,P56817
4j70,P23639
4hze,P78540
4j17,P56817
4kai,P26663
4bhz,P33981
4l0l,Q51504
4m6p,P43490
4gk3,P29320
4bi0,P33981
4kc4,P16442
4k60,P23946
4dwg,Q95WL3
4au8,Q00535
4i32,P26662
3waw,Q9R1E6
4l2f,Q9H2K2
4kn4,P0A7Z4
2yoj,O92972
4i6f,Q9NYY3
3w69,Q00987
4i6h,Q9NYY3
4dhu,P31947
4kba,P48730
4ixh,Q8T6T2
4jzd,P08709
4hyu,P45983
4m6q,P43490
4bhn,Q99683
4ifh,P14735
4jvi,A0A0H2Z7A6
4bw2,O60885
3zim,P42336
4kbk,P48730
4mds,P0C6U8
4fxf,P14618
4ezk,P48736
4hxq,P05089
3w2s,P00533
4b70,P56817
4is6,P01903
4msk,O95271
4mbj,P15056
4ark,Q02750
4l0t,Q9H2K2
4anq,Q9UM73
4l0b,Q9H2K2
3wff,P08235
4i06,P78540
4ehg,P15056
4bi1,P33981
4c4h,P33981
4bs5,O70370
4kju,P98170
4klb,P25779
4bs4,Q9H2K2
4iks,P53582
4hvi,P52333
4li8,O95271
4bdj,O96017
4aua,Q00534
4gj6,P00797
4b77,P56817
4bid,Q99683
3vry,P08631
4l10,Q9H2K2
3w2q,P00533
4jsc,P56273
3uli,P24941
4bdg,O96017
4fgx,P56817
3w32,P00533
4kzl,Q9H2K2
4mgv,A5K8X6
4bio,Q9NWT6
4bdh,O96017
4lh6,Q837V6
4do3,P97612
4mwx,A0A067Y7N7
4k9h,P56817
4j0z,P56817
3rtp,P53779
4c66,O60885
4l33,Q9H2K2
4jze,P08709
4b83,P21836
4kip,Q16539
4kzc,P48736
3wd9,Q07343
4i5m,Q9NYY3
4hzz,A9YN63
4mbi,P11309
4jkt,D3Z7P3
3zo2,P00517
4ie0,Q9C0B1
4bdf,O96017
3w2p,P00533
3w2o,P00533
4alv,P11309
4b85,P21836
4e90,O76083
4bdb,O96017
4eqc,Q13153
4l09,Q9H2K2
4muw,Q9Y233
3vzv,Q00987
4mwy,A0A067Y7N7
4hg7,Q00987
4jpc,P56817
3wi2,Q9Y233
4ie3,P78540
4bfd,P56817
4jq8,P00533
4bcc,P23687
4mk9,P26663
4byi,O14965
4bi2,P33981
4l7g,P56817
2yns,Q71VM4
4avt,P02743
4ie7,Q9C0B1
4lop,P47811
4fil,A0A0H3JWU6
4f7l,P49336
4loq,P47811
4gpk,G5DDY8
4ggz,Q89U61
4kln,P55072
4bg6,P63104
3zi0,P9WNS1
4ly1,Q92769
4i9h,P13491
4cfe,P54646
4f6w,P49336
4fr3,P31947
4ko8,P55072
4f7n,P49336
4hy9,P0A6Y8
4kom,V5IRU4
4i54,Q0ED31
4jyb,C5AP93
4k9y,Q05397
3zhz,P9WNS1
4g4p,Q837S0
4hpy,Q6N089
3zke,P63167
4bcq,P24941
4b8p,Q71VM4
3wdz,Q9Z2X8
4lkg,V5IRV0
4loi,Q86WV6
4loh,Q86WV6
4lwc,P27694
2rt5,Q96T58
4lkj,V5IRV5
4lhv,P61006
4lg6,Q9H9E1
4jyc,C5AP93
4lxz,Q92769
4lrh,P15328
3zhx,P9WNS1
4gqp,
4iuo,P58687
4iax,P80188
4btk,Q5TCY1
4jgv,P22736
4iaw,P80188
2m3z,P12497
4io2,E9P5T5
4iue,Q9H2K2
4li0,P61006
4nj3,P24941
4kon,V5IRU4
3zh8,P41743
4gv8,Q8SDV3
4n07,P19491
4jfk,Q13451
4hyb,P0A6Y8
3zll,Q9HU22
3w07,O26232
4cff,P54646
4b33,O74036
3v2p,Q9R0G6
4b7p,P07900
4i67,Q72GF3
4loj,Q3TBT3
4b32,O74036
4jbl,O15570
3zk6,Q07817
3v2q,Q9R0G6
3w9k,Q973T5
4ezo,P0A6Y8
4f0c,I7B368
3zlr,Q07817
3ux0,P31947
4kii,P02754
4hwb,P78552
4e1k,P43889
4n6h,P0ABE7
4ddh,P9WIL5
4b2l,O74036
4k6i,P19793
3zcw,P52732
4fht,Q9XAM6
4bqg,P07900
4mjo,P09467
4f6u,P49336
4nmx,Q8NBP7
4b34,O74036
4hp0,P00698
4jff,P04439
4m7c,Q15554
4hod,O67854
4mz5,P33316
4hmk,O67854
4k4j,P19793
4irx,A0A0H3C834
4kao,Q05397
4de5,P9WIL5
4fzj,P9WIL5
4fmn,P38920
4jnj,
3v2n,Q9R0G6
4hbn,Q9Y3Q4
4km0,P9WNX1
4io3,E9P5T5
4l50,P76141
4kqp,Q9CES5
4az5,P49610
4g5f,P9WIL5
4b2i,O74036
4c4n,Q62226
4ch2,P00734
4dlj,Q16539
4nkt,O13833
3zkf,P63167
4lkk,V5IRV5
4kne,P9WNX1
4ef6,P9WIL5
4bgy,Q6DQ34
4b35,O74036
4jne,P0A6Y8
3zos,Q08345
4ezw,P0A6Y8
4jn4,P0A6Y8
4hva,P55212
4jv8,O43924
4km2,P9WNX1
4ksp,P15056
4azc,P49610
4k3p,P0A988
4ezx,P0A6Y8
2ynr,P52293
4l4v,Q95460
4bkj,Q08345
4g5y,P9WIL5
4iut,Q9XI47
4f70,P49336
4lps,O25560
4i60,P02701
4i9o,P45481
4br3,P35790
4bxu,O75381
4iuv,Q9XI47
4jfl,Q13451
4i7l,P00720
4knm,Q8N1Q1
4ceb,P12497
4att,P08191
4bup,Q3U8K7
4ido,Q8WXF7
4lbp,Q45075
4knj,P00918
4i9r,P29373
4ht0,P00918
4bi6,P36186
2m0v,O14745
4mr4,O60885
4fcm,Q13283
4j2t,P04191
4c0r,Q93DA5
4mr3,O60885
4apo,O00170
4igt,P19491
3zhf,O75843
4c73,I6Y8T4
4bcs,P56734
3wde,P9WPC9
4k3q,P0A988
4bh3,Q5EP31
4i2w,G5EG62
3wdc,P9WPC9
4hs8,Q9YK84
4ipj,Q57265
4ijl,P27694
4hpi,P00698
3w5n,Q82PP4
3vvy,A0A0F6AY66
4i9u,P13491
4luv,P27694
4i2z,G5EG62
4kn1,P14207
4bt9,P13674
4cgj,P12497
4j7e,P56273
4ikn,P53676
4io6,E9P5T5
4aq6,Q88E47
4k3h,
4bks,Q15370
4aif,O00170
4ieh,P10415
3vx3,Q5JIH4
4j8b,Q96WV5
4as9,P02829
4c1m,P05164
3zp9,P00918
4kox,Q9HV14
4ad6,A0A0H3JKY1
4bqt,Q8WSF8
4knn,Q8N1Q1
4kni,P00918
4j3l,Q9H2K2
4i9s,P29373
3vw2,A0A0F6AY66
4j8t,Q9HYR3
4j86,P41811
4jg0,
4klv,Q9HV14
4bgx,Q6DQ34
4au7,Q6Q783
4kax,P62330
4kov,Q9HV14
4ayu,P02743
4fz3,Q9NTG7
4kby,Q3TBT3
4j22,Q9H2K2
4mm5,O67854
4f9y,Q16539
4ih6,P26663
4ljh,Q05097
4gvc,Q13009
4hfz,Q00987
4k0o,Q47200
4auj,P08191
4l4z,P76141
4b3d,O74036
4bb9,Q14397
3zi8,D8NA05
4b3c,O74036
3vzg,O60844
4iuu,Q9XI47
4ezy,P0A6Y8
4i8x,P13491
4jin,O28471
4lno,P12425
4jx9,D0C9L6
4bqh,Q386Q8
4gs9,Q99814
4iur,Q9XI47
4dzy,Q00972
4dli,Q16539
4kmz,P14207
4fmo,P38920
4hj2,P08263
4j84,P41811
4lar,
4jiz,Q9H8S9
4j8r,
4nxu,Q9NQG6
4j7d,P56273
4j93,Q79791
4del,P9WQA3
4luz,P27694
3vw1,A0A0F6AY66
4nku,O13833
4io7,E9P5T5
3vw0,A0A0F6AY66
4jv6,O43924
4j78,P41811
4ba3,P52293
2ypo,O53512
4l58,Q8IZD2
4izm,O59010
4io8,P0DMV8
3vws,Q6YMS4
4aw8,A0A315GY36
4i1r,Q9UDY8
4jg1,
4bkt,Q15370
4hso,Q9K169
4g8o,P05121
4c6u,I6Y8T4
4m1d,A2NUT2
4io4,E9P5T5
4c6v,I6Y8T4
4b3b,O74036
4mr5,P25440
3vvz,A0A0F6AY66
4jal,P0AGJ7
4mr6,P25440
3wb5,P56817
4bi7,P36186
4g8r,P05121
4j73,P41811
4j74,P56273
4k3r,P0A988
4jjm,D0ELH5
4mmf,O67854
4igk,P38398
4k3m,P0A988
4gng,Q9BZ95
4k55,O00481
4hnn,D7U7T8
4efk,P9WIL5
4i9c,P71002
4f6s,P49336
4ht2,O43570
4gvd,Q13009
4hu1,Q8N1Q1
4ifi,P38398
3zln,Q07817
4jfm,Q13451
4j77,
3zdv,Q9HYN5
4n7j,P55212
4gne,Q9BZ95
4n7m,P55212
4ddm,P9WIL5
4ksy,Q86WV6
4kot,Q9HV14
4b60,P14738
4gw5,
4fgt,P04818
4kmd,Q9UMX1
4igq,Q53WJ1
4nk9,P11362
4g93,P03147
4hs6,Q9YK84
4i7p,P00720
4j81,P41811
4eoy,Q8IJK2
4jfe,P04439
4nka,P11362
4nxv,Q9NQG6
4azi,P49610
4avs,P02743
4l6t,Q8GAV4
3wb4,P56817
4bh4,Q5EP31
2lyb,P12497
4jfx,
4kp8,O43570
4jfd,P04439
4ge1,Q86PT9
4mme,O67854
2m0u,O14745
4k3o,P0A988
4jpy,P30967
4mnq,P04439
3zm9,P35790
4k67,A8HWY8
2ypp,O53512
4ej8,P12499
4jvb,O43924
2m0o,O43189
4b8o,Q71VM4
4jck,P17931
4kod,P55072
4j21,Q9H2K2
4lkf,Q05097
4k19,P80188
4kcx,Q58F21
4lkd,Q05097
4b9h,B3VBK9
4jwk,D0C9L6
4lke,Q05097
4ipi,Q57265
4btm,Q5TCY1
4kn0,P14207
4gw1,
4mm4,O67854
4ipn,A0A0H2UP35
4gu9,Q05397
4cc2,Q6XZF7
4hfp,P00734
4cc7,Q6XZF7
4j82,P41811
4nbn,P55212
4gnf,Q9BZ95
4kow,Q9HV14
4bea,P06730
4bj8,E7F650
4i7j,P00720
4ddk,P9WIL5
4ijh,P27694
4gxl,O00214
4gu6,Q05397
4e70,A6XNE6
4ayq,B0SWV2
2lsv,P25638
4l1u,Q92541
4idn,Q8WXF7
4dx9,O14713
4j2c,O43752
4f7j,P49336
4kfq,P35439
4hmq,A0A0H2UPT5
4gue,P18654
4ih7,P26663
4k66,A8HWY8
4kn2,P14207
4lp6,P00918
4jc1,P17931
4k0u,Q01567
4ib5,P68400
4azb,P49610
4luo,P27694
4ezr,P0A6Y8
4hiq,P02766
4jr0,P42574
4ezz,P0A6Y8
4k5y,P00720
3vfq,Q460N5
4k63,A8HWY8
4gny,P02754
4n5d,P55212
4jmx,O53638
4lk6,Q05097
4ezq,P0A6Y8
4ht6,Q02647
4nra,Q9UIF8
4igr,P42264
4jpx,P30967
4j8g,Q96WV5
4h85,Q00972
4ezt,P0A6Y8
4jkw,O00481
4b6u,Q9DBB5
4h81,Q00972
4c1t,C6A6Z1
4ejl,P12499
2lya,P12497
4lw1,P27694
4cdr,O15294
4nks,P11362
4cc3,Q6XZF7
2mc1,P15498
4jfz,
4i7m,P00720
4cgi,P12497
4ayp,B0SWV2
3wdd,P9WPC9
4azg,P49610
2lto,Q9H7E2
4ih5,P26663
4kzq,Q9H2K2
4his,P02766
4ly9,Q14397
4c1u,C6A6Z1
4loo,P47811
4ghi,Q99814
4kp5,O43570
4h3q,P28482
4c94,D0E0C7
4lk7,Q05097
4jym,Q9SZU7
4h7q,Q00972
4mz6,P33316
4iho,P01899
4io5,E9P5T5
4np9,P47709
4btb,P13674
2m41,Q96RK0
3vfj,P0AEX9
4kab,Q05397
4i7k,P00720
2m3m,Q12959
4ayr,B0SWV2
4k1b,P11309
4gbd,Q9HZ64
4gih,P29597
4k8a,Q05397
4l51,P76141
3zjc,Q8NHV1
4fp1,P11444
4kb9,Q7SSI0
4gd6,P0AD64
4hw2,Q07820
3w0l,Q91753
4fxy,P42676
4jk5,P00749
3ueo,Q92547
4gmy,O60674
4ijq,P00492
4lmn,Q02750
4gs6,O43318
4hvb,P48736
4imz,Q83883
4bny,O54438
4jk6,P00749
4bcm,P24941
4hra,Q8TEK3
4bco,P24941
3zcz,P39045
4hgc,P00760
2yol,P06935
4ivc,P23458
4m1j,Q9I194
4isu,P19491
4ew3,P22102
4gql,P39900
4gr0,P39900
4btx,Q16853
4gfo,P29597
4ew2,P22102
4hw3,Q07820
4gfm,O60674
4da5,P35790
4ks2,Q0A480
4hev,P0DPI1
4ivd,P23458
4bt4,P23616
4ca5,P12821
4mss,B4EA43
4m0e,P22303
4jfv,Q8A3I4
3v0p,P16442
4hnc,P11444
4inh,Q83883
4jia,O60674
4jfw,Q8A3I4
4mdn,Q00987
4bt3,P23616
4az6,P49610
4eos,P24941
4eon,P24941
4hws,P0A8M3
4eol,P24941
4eop,P24941
4eoi,P24941
4mf1,Q08881
3zmm,O60674
4i72,Q57ZL6
4baq,P00734
4bps,Q9KID9
4jh0,P27487
4bak,P00734
4hz5,H7C794
4bam,P00734
4heg,P03367
4k18,P11309
4mdq,Q00987
4kyh,Q9CPU0
4gpl,
4hxz,A0A0J9WZF0
4iu0,Q6TUJ5
4i5c,P23458
4imq,Q83883
4j45,P98170
4m0f,P22303
4bt5,P23616
4gj3,P29597
4gii,P29597
4ish,P08709
3zcl,P08581
4in9,D0EM77
4ivb,P23458
3zn0,O60341
4k5o,O96935
4jjf,P32440
4ks1,Q07599
4jyu,P08709
4j44,P98170
4mo8,P00918
4k3n,Q8IL11
4bxk,P12821
4bcj,P50750
4f9w,Q16539
4k5l,O96935
4j5p,P97612
2yoh,Q8I4S1
4jsa,P00918
4j47,P98170
4bcn,P24941
4ks5,Q0A480
4k5n,O96935
4ele,Q81R22
4mjp,P0A988
4ivk,K4HQE7
4gr3,P39900
3wjw,O26232
4axm,P07711
4iic,P48825
4gr8,P39900
4m48,Q7K4Y6
4c6x,I6Y8T4
4jfi,Q13451
4k0y,P11309
4hwp,P0A8M3
4n6z,P11309
4hwr,P0A8M3
4ca6,P12821
4jyv,P08709
4i71,Q57ZL6
4kyk,Q9CPU0
3zmz,O60341
4i73,Q57ZL6
4k5m,O96935
4mjq,P0A988
4kp0,P23946
4j28,Q8A3I4
4j48,P98170
4i74,Q57ZL6
4gj2,P29597
4bah,P00734
4hwo,P0A8M3
3vtr,Q06GJ0
4kww,Q15274
4jfj,Q13451
4ban,P00734
4mm6,O67854
3zpr,P07700
4iid,P48825
4n99,P0A988
4bch,P50750
4ca8,Q10714
4bds,P06276
4hzm,Q8ZQ06
4mm7,O67854
4k77,P23458
4mm9,O67854
4i80,O00255
4amw,Q9STC1
4n98,P0A988
4j03,P34913
2yof,Q8I4S1
4hy1,A0A0J9WZF0
3zmt,O60341
4k6z,P23458
3v0l,P16442
4bs0,P23360
4hxw,Q839Z1
4jjg,P32440
4mjr,P0A988
3zpt,P03366
4he9,P03367
3zn1,O60341
4m2r,P00918
4hdf,P03367
4hdp,P03367
4jft,Q8A3I4
4lh3,Q8CHT0
4c70,I6Y8T4
4lpf,I6XBW5
4kzu,Q9H2K2
4bvb,Q9NTG7
2yog,Q8I4S1
4k5p,O96935
4ccd,P54818
4c6z,I6Y8T4
3znr,Q8WUI4
4h42,P00749
4m2v,P00918
4c71,I6Y8T4
4j26,Q92731
3zns,Q8WUI4
4bao,P00734
4giu,P9WFX5
4ca7,Q10714
3zdh,P58154
4iie,P48825
4ks3,Q0A480
3zmu,O60341
4bbg,P52732
4ij1,P9WFX5
3zpu,P03366
4elb,Q81R22
4bck,P24941
3zps,P03366
4mfe,Q2K340
4jfs,Q8A3I4
4j46,P98170
4jss,P00918
4jsz,P00918
4iwz,P00918
4m2w,P00918
4eor,P24941
3zmv,O60341
4lh2,Q8CHT0
4bcp,P24941
4iq6,P49841
3w37,L0N7E5
4gfn,Q839Z1
4lko,P27487
4gkm,P9WFX5
4elg,Q81R22
4amx,Q9STC1
4iif,P48825
4lxd,P10415
4bqs,P9WPY3
4n9a,P0A988
4hym,A0A0J9WZF0
3zbx,P08581
4bci,P50750
4lrr,P0A886
3zpq,P07700
4ks4,Q0A480
4isi,P08709
4iva,O60674
4kx8,Q07075
4gly,P00749
4kxb,Q07075
3zc5,P08581
4n5t,Q7ZUW7
4bcf,P50750
4elh,Q81R22
2lwi,P01112
3zdg,P58154
4mm8,O67854
4bcg,P50750
4mf0,Q08881
4hdb,P03367
4kvm,O74985
4elf,Q81R22
4c72,I6Y8T4
4m2u,P00918
4eok,P24941
4kql,P43889
4c61,O60674
4mma,O67854
4mqu,Q14397
4mha,Q12866
4jhz,P05804
4o12,P43490
4n6y,P11309
4lwu,P56273
4mzs,O70370
4l4l,P43490
4n9e,P43490
4d0x,O60674
4n9d,P43490
3wcb,Q4CWB4
4ncg,P04585
4n8e,P27487
4l4m,P43490
4u45,O95819
4d0w,O60674
4nw5,P51812
4k2g,Q9I194
4lwi,P07900
4d1s,O60674
4tyt,P04190
4lwh,P07900
4jps,P42336
4tw9,P48730
4oon,Q07806
4nld,Q9WMX2
4kwp,P68400
4d2v,Q14680
4knb,P08581
4nxs,P06280
4j3j,P27487
4wwo,P48736
4k2f,Q9I194
4twc,P48730
3wcf,P37268
4whh,P53350
4oty,Q05769
4pis,B9A5C1
4c1e,Q9K2N0
4kpx,P43889
4o0z,P43490
4mro,Q14397
4cl9,O60885
3wch,P37268
4oas,Q00987
4piq,B9A5C1
4j1p,P25440
4op1,Q14397
4tn2,P26663
4tkg,Q9H2K2
4o76,O60885
4lwe,P07900
3wcg,Q4CWB4
4nzm,O43314
4uvc,O60341
4cku,P46925
4o10,P43490
4ool,U6AVY0
4pzw,P56817
4w9s,P13166
4wwp,P48736
4wlb,P51449
4odf,Q00987
4ode,Q00987
4ogt,Q00987
4phw,Q9Y233
4o1l,P55263
4pnk,P25098
4mzo,O70370
4cc6,Q9AIU7
4ogn,Q00987
4q6r,O95470
3wci,P37268
4ow0,P0C6U8
3wcl,P37268
4o9s,P02753
4pl3,Q9EQY0
3wt5,P13053
4tkf,Q9H2K2
4q1n,P00797
4clb,O60885
4mex,P0A7Z4
4u5t,Q10587
4m7b,Q9H2K2
4ps5,O60885
4uv8,O60341
4cik,P00747
4tjy,Q9H2K2
4oya,Q96PN6
3wym,Q9Y233
4m8t,P18654
4mib,P26663
4m3b,P9WMC1
4pvt,Q9K2N0
3zmq,P18031
4whl,P53350
4tki,Q9H2K2
4u79,P53779
4o1b,P43490
4nzn,O43314
4lq3,Q2N379
4pnr,Q9H2K2
4bg1,O75936
4ovz,P0C6U8
4pvo,Q9K2N0
4okg,P47205
4cqg,Q61846
4psq,P02753
4c7t,Q00944
4qt0,P00338
3wnt,P14174
4m3g,P9WMC1
4uyh,P25440
4wj5,P04439
4m3e,P9WMC1
4pjt,P09874
4bgm,O75936
4jvq,O92972
4lp9,P11838
4oba,Q00987
4olc,A8BB85
4c68,A5K1A2
4oq5,Q07820
3wnr,P14174
4umu,Q14680
4uzd,O14965
4cxw,Q9C0B1
4l7d,Q14145
4j5b,P30405
4pni,P28327
4umt,Q14680
4qn7,Q20R18
4pv0,P43405
4wwn,P48736
4n1t,P36639
4m3m,Q07599
4nau,P63820
4uv9,O60341
4o4r,Q80J95
4tjw,Q9H2K2
4urk,P48736
4d2t,Q14680
4o72,O60885
4w7t,P07900
4j5d,P30405
4pzx,P56817
4hrc,P23639
4p0w,P14324
4op2,Q14397
4n1b,Q14145
4p0v,P14324
3wns,P14174
3wke,P34913
4ux6,P29477
3wgw,P12004
4qye,O14757
4msu,Q14397
4cli,Q9UM73
4p0x,P14324
3wyl,Q9Y233
4lqg,Q04609
4pnm,Q9H2K2
4hrd,P23639
4qyh,O14757
4nak,P69834
4u03,Q9KVG7
4pnt,Q9H2K2
4bis,O75164
4u0m,Q9KVG7
4k9g,P14174
4j59,P30405
3wt7,P13053
4u0n,Q9KVG7
4knr,P43889
4oyb,Q96PN6
4uva,O60341
4j3i,O60885
4d09,O00408
4c1c,P04190
4obz,P07339
4nrt,A0ZNP5
4nhx,Q8N543
4bpj,P97287
4rfy,Q06187
4qtd,P45983
4ckr,Q08345
4d08,O00408
4lv4,P9WQA3
4o2e,P01889
4o7c,O60885
4pnq,Q9H2K2
4p74,Q9I0A4
4qg7,Q6GJI9
4waf,P42336
4og7,O00255
4nru,Q80J95
4cxy,Q9C0B1
4n8d,P27487
4pl5,Q9EQY0
4oym,Q96PN6
4j5e,P30405
4na4,O88622
4mwe,Q38C91
3wk7,P34913
4ot6,Q06187
4pp7,P15056
4p6e,P25774
4qga,Q6GJI9
4o0j,P12497
4mwc,Q38C91
4u93,P07900
4o7f,O60885
3wv2,P45452
4w9q,Q13451
4pkt,P15917
4l7n,Q9Y6F1
4l7o,Q9Y6F1
4ok6,K4KA16
4u6r,O75460
4o91,O43318
4lq9,Q2N379
4m7x,Q8NVG0
4lm5,P11309
4pkr,P15917
4pks,P15917
3we4,P23443
4q9s,Q05397
4o13,P43490
3wk5,P34913
4jln,P27707
4umr,Q14680
4mw6,Q38C91
4no9,P23639
4p7e,O60674
4hnp,P23639
4md6,O76074
3wkd,P34913
4c8r,O75936
4obp,O95819
4oho,Q14397
4cfm,P24941
3wkc,P34913
4ph4,Q8NEB9
4o71,O60885
4i9z,O76074
4mw2,Q38C91
4og6,O00255
4mw1,Q38C91
4o70,O60885
4oyi,Q96PN6
4kpz,P43889
4wh9,P30305
4l23,P42336
4qgg,Q6GJI9
4nan,P69834
4rio,P52333
4uwk,Q8NEB9
4l7l,Q9Y6F1
4o6e,P28482
4d2p,Q14680
4o7a,O60885
4p0n,Q9Y233
4l70,Q9Y6F1
4qgh,Q6GJI9
4nal,P69834
4cxx,Q9C0B1
4l7b,Q14145
4occ,Q00987
4txe,P29029
4nhy,Q8N543
4qlt,P23639
4tpm,Q9Y233
4tpp,Q9Y233
4o77,O60885
4tk0,Q9H2K2
4x7i,P56817
4o4k,Q9X1X0
4tx6,B0Y2Y2
4l7u,Q9Y6F1
3wf7,P23443
4pyv,P00797
3ws8,Q9Y233
4u5j,P00523
4mx1,P02879
4o7b,O60885
4pkw,P15917
4jlm,P27707
4o75,O60885
4rrs,P56817
4p73,Q9I0A4
4k6v,Q64823
4uy1,O15496
4cfv,P24941
4jvj,P14324
4lng,Q4WP27
3wyk,Q9Y233
4c1f,P52699
4nnw,P23639
3w8o,G3XD33
3wf8,P23443
4nw7,Q07343
3wv3,P45452
4pid,P03252
4o1d,P43490
4o74,O60885
4nrp,Q6P6C2
4bfr,Q8BTI9
4nnn,P23639
4muk,P9WIL4
4bzr,P12821
4lnb,Q4WP27
4no1,P23639
4ohm,Q14397
4mx5,P02879
4rro,P56817
4mvy,Q38C91
4nwk,A8DG50
4oz3,Q96PN6
4o28,P43490
4mvw,Q38C91
3wka,P34913
4otg,Q16512
4ctj,Q5UB51
4knx,P43889
4rce,P56817
4o15,P43490
4uvb,O60341
4jpa,P45452
4j5c,P30405
4c5w,O75936
4tju,Q9H2K2
4pnl,Q9H2K2
4osf,P14174
4pnc,C3TPN7
4oq6,Q07820
4p2t,Q2HRB6
4cqe,P15056
4m3d,P9WMC1
4og5,O00255
4pku,P15917
4lwt,P56273
4ngh,
4d2w,Q14680
4mwb,Q38C91
4w7p,Q13464
4tk5,Q9H2K2
4mra,P00489
4nvq,Q96KQ7
4mw4,Q38C91
4ok5,K4KA16
4bhf,O75936
3wf6,P23443
4nat,P63820
4myq,Q07343
4d2d,Q5M4H8
4r6v,P22455
4n7e,Q99523
4ohp,Q14397
4npv,Q01064
4wsk,Q8A3I4
4nrq,Q6P6C2
4qls,P23639
4pl0,Q9X2W0
4o2f,P01889
4urn,X5EN43
4l2x,P14324
4mw0,Q38C91
4ov5,P01903
4qsm,P00338
4tlr,
4qtc,Q8TF76
4uwh,Q8NEB9
4r02,P23639
4qyg,O14757
4pyq,P22734
4p1r,Q9Y233
4umq,Q14680
4c1d,Q9K2N0
4rcp,P53350
4wcu,Q08499
4k6w,Q64823
4m7y,Q8NVG0
